platform,post_id,content_type,date_posted,likes,comments,shares,saves,retweets,clicks,views,impressions,reach,followers_at_time,demographic_segment,location,device_type,campaign_name,ad_spend,boosted,caption_text,hashtags,link_clicked,video_duration,engagement,engagement_rate,click_through_rate,conversion_rate
Facebook,POST02283,video,2024-04-05 03:00:00,52,8,3,1,2,21,3780,5945,15977,33545,55+,UK,mobile,Holiday Promo,396.65,False,Least citizen player.,"#account, #let",False,76.8,63,0.010597140454163162,0.003532380151387721,0.0
Instagram,POST02284,text,2024-04-05 04:00:00,42,7,2,1,5,20,6984,10847,5096,44487,35-44,India,tablet,Holiday Promo,371.38,False,Travel if may fight matter indicate.,"#various, #race",False,31.4,51,0.004701760855536093,0.0018438277864847423,0.0
Facebook,POST02285,text,2024-04-05 05:00:00,51,10,3,3,8,22,8128,19054,11573,35070,45-54,Nigeria,mobile,Summer Sale,444.36,False,Fly none yes community strong.,"#south, #chance",True,83.5,64,0.003358874776949722,0.001154613204576467,0.045454545454545456
LinkedIn,POST02286,video,2024-04-05 06:00:00,50,15,5,2,5,22,171,7979,10783,23006,35-44,India,mobile,Holiday Promo,356.61,False,Pick discover service sell pick nearly high.,"#game, #everybody",True,33.3,70,0.008773029201654342,0.002757237749091365,0.045454545454545456
Twitter,POST02287,image,2024-04-05 07:00:00,53,15,11,4,4,22,3011,17142,3687,19067,45-54,Nigeria,tablet,New Product Launch,84.7,True,Guy follow difference because the student.,"#attorney, #summer",False,11.9,79,0.00460856376152141,0.0012833975032084937,0.0
Twitter,POST02288,reel,2024-04-05 08:00:00,45,15,4,4,3,18,5305,2952,4204,99860,45-54,Germany,tablet,Holiday Promo,16.49,False,Simply entire start rock civil.,"#suggest, #responsibility",False,1.8,64,0.02168021680216802,0.006097560975609756,0.0
Twitter,POST02289,image,2024-04-05 09:00:00,52,7,6,0,4,25,8183,2502,12388,37982,18-24,India,tablet,Summer Sale,90.93,False,Author almost focus day else feel authority some.,"#billion, #room",False,68.1,65,0.02597921662669864,0.009992006394884092,0.0
Instagram,POST02290,image,2024-04-05 10:00:00,52,9,8,2,4,21,125,17060,8090,83211,18-24,Nigeria,mobile,Holiday Promo,182.32,True,Doctor summer college share site.,"#father, #energy",False,161.6,69,0.004044548651817116,0.00123094958968347,0.0
Facebook,POST02291,reel,2024-04-05 11:00:00,56,17,8,5,3,20,973,10529,5634,48373,35-44,India,desktop,Summer Sale,26.47,False,Herself cover full.,"#say, #gas",False,78.7,81,0.007693038275239814,0.0018995156235160034,0.0
LinkedIn,POST02292,video,2024-04-05 12:00:00,52,9,4,4,1,22,2117,11121,773,51602,25-34,India,mobile,Summer Sale,378.5,True,Discover son cause degree mind.,"#girl, #land",True,116.2,65,0.0058447981296645985,0.0019782393669634025,0.045454545454545456
Facebook,POST02293,text,2024-04-05 13:00:00,50,10,12,2,3,23,7910,12757,6969,17083,45-54,UK,desktop,Holiday Promo,320.66,False,Weight test plan meet.,"#teach, #hot",True,147.2,72,0.005643960178725406,0.0018029317237595046,0.043478260869565216
Facebook,POST02294,video,2024-04-05 14:00:00,52,11,7,2,4,23,8053,12609,7722,93492,18-24,India,desktop,Brand Awareness,359.0,True,Unit base staff involve never able.,"#what, #morning",False,99.5,70,0.005551590134031247,0.0018240939011816956,0.0
Facebook,POST02295,video,2024-04-05 15:00:00,49,11,1,3,4,25,2519,18487,1579,38308,25-34,India,tablet,Brand Awareness,47.89,False,Dinner quality follow energy expert at task.,"#necessary, #national",True,101.4,61,0.0032996159463406717,0.0013523016173527345,0.04
Twitter,POST02296,image,2024-04-05 16:00:00,50,8,1,2,5,14,9208,8978,17527,69228,35-44,India,mobile,Holiday Promo,164.39,True,Board main current when.,"#true, #rather",True,94.3,59,0.006571619514368457,0.001559367342392515,0.07142857142857142
LinkedIn,POST02297,text,2024-04-05 17:00:00,49,7,7,3,2,23,3612,16160,6267,42571,55+,Nigeria,mobile,Brand Awareness,229.71,True,Western street hold ability spend.,"#job, #system",False,22.5,63,0.0038985148514851485,0.0014232673267326732,0.0
LinkedIn,POST02298,text,2024-04-05 18:00:00,47,10,3,3,2,16,1677,5540,16570,46882,18-24,Nigeria,mobile,New Product Launch,301.3,True,Kid past now think physical traditional raise.,"#matter, #remain",True,114.4,60,0.010830324909747292,0.002888086642599278,0.0625
Facebook,POST02299,video,2024-04-05 19:00:00,41,11,4,2,4,27,2465,5367,8435,76551,45-54,India,mobile,New Product Launch,401.39,True,Employee before would left alone idea goal.,"#hold, #chair",False,130.2,56,0.010434134525805851,0.005030743432084964,0.0
Twitter,POST02300,reel,2024-04-05 20:00:00,56,9,2,4,2,20,4225,7084,5591,38852,18-24,Germany,desktop,New Product Launch,488.47,True,True defense site special go less she per.,"#mission, #discuss",False,0.1,67,0.00945793337097685,0.00282326369282891,0.0
Twitter,POST02301,video,2024-04-05 21:00:00,56,9,3,0,7,17,160,2859,5241,89323,45-54,India,tablet,Brand Awareness,41.1,False,Argue visit detail side perhaps process.,"#example, #six",False,15.0,68,0.02378454004896817,0.005946135012242042,0.0
LinkedIn,POST02302,reel,2024-04-05 22:00:00,51,11,8,3,3,19,8858,2809,12023,69816,18-24,India,desktop,Summer Sale,320.82,False,Minute radio out laugh one.,"#laugh, #poor",False,97.5,70,0.02491990032039872,0.006763972944108224,0.0
Twitter,POST02303,text,2024-04-05 23:00:00,44,11,4,2,1,17,9514,16709,17258,3516,35-44,Nigeria,desktop,Holiday Promo,67.43,False,While loss place pressure.,"#admit, #style",True,151.0,59,0.003531031180800766,0.0010174157639595428,0.058823529411764705
Twitter,POST02304,video,2024-04-06 00:00:00,41,9,10,1,2,23,4291,11659,17451,99641,35-44,US,desktop,Holiday Promo,149.94,True,Office technology have new up accept.,"#among, #natural",True,96.0,60,0.005146238957028905,0.0019727249335277468,0.043478260869565216
Twitter,POST02305,image,2024-04-06 01:00:00,46,6,4,6,5,12,1948,3495,7343,96534,35-44,US,mobile,Summer Sale,386.02,True,In admit forward.,"#early, #ever",True,78.2,56,0.01602288984263233,0.0034334763948497852,0.08333333333333333
Instagram,POST02306,video,2024-04-06 02:00:00,43,12,3,3,3,13,944,9788,16020,79950,35-44,India,desktop,New Product Launch,497.05,False,Former during whole smile price.,"#glass, #participant",True,168.6,58,0.005925623212096444,0.0013281569268492031,0.07692307692307693
Facebook,POST02307,text,2024-04-06 03:00:00,68,11,3,2,0,25,5539,2133,6867,58416,35-44,Germany,mobile,Brand Awareness,263.24,False,Mother group side poor radio others.,"#hear, #follow",False,13.7,82,0.03844350679793718,0.011720581340834505,0.0
LinkedIn,POST02308,image,2024-04-06 04:00:00,49,16,3,2,5,11,5364,15899,1816,92637,45-54,UK,mobile,Brand Awareness,176.56,True,View land easy final order sing throw.,"#hear, #Democrat",True,24.9,68,0.004276998553368137,0.0006918674130448456,0.09090909090909091
LinkedIn,POST02309,image,2024-04-06 05:00:00,53,12,5,1,1,17,7064,16107,14071,94929,45-54,Nigeria,mobile,Summer Sale,107.05,True,Law including adult record PM.,"#institution, #other",True,123.3,70,0.004345936549326379,0.0010554417334078352,0.058823529411764705
Instagram,POST02310,reel,2024-04-06 06:00:00,45,11,5,2,7,16,2889,8472,13015,81315,55+,UK,mobile,Holiday Promo,391.27,True,Little wear pattern financial vote case Democrat.,"#suffer, #bill",False,19.6,61,0.007200188857412654,0.0018885741265344666,0.0
Facebook,POST02311,image,2024-04-06 07:00:00,53,16,8,3,4,21,169,2161,9982,97105,35-44,UK,desktop,Brand Awareness,451.86,True,Hit recently military world environmental blood theory.,"#smile, #art",False,24.3,77,0.03563165201295696,0.00971772327626099,0.0
LinkedIn,POST02312,image,2024-04-06 08:00:00,42,12,7,3,5,17,2654,17871,5871,27162,25-34,Germany,desktop,New Product Launch,424.29,True,Stock necessary production network next live majority.,"#sign, #government",False,156.9,61,0.003413351239438196,0.0009512618208270382,0.0
Twitter,POST02313,video,2024-04-06 09:00:00,51,19,5,4,7,26,1173,14307,14765,14399,45-54,Germany,mobile,Brand Awareness,254.85,True,Prepare half success main environment piece generation.,"#step, #debate",True,37.8,75,0.005242189138184106,0.00181729223457049,0.038461538461538464
LinkedIn,POST02314,text,2024-04-06 10:00:00,40,10,1,2,3,19,7079,8385,5891,96116,45-54,US,tablet,New Product Launch,294.58,True,Degree property class today.,"#finally, #somebody",False,112.0,51,0.006082289803220036,0.0022659511031604056,0.0
Twitter,POST02315,reel,2024-04-06 11:00:00,54,8,4,1,3,21,5291,16686,5670,75914,55+,Nigeria,mobile,New Product Launch,418.31,False,Statement whole analysis issue purpose local way.,"#far, #throughout",True,71.4,66,0.003955411722402014,0.0012585400934915498,0.047619047619047616
Instagram,POST02316,video,2024-04-06 12:00:00,54,6,6,0,2,23,7685,12685,10034,69866,45-54,US,desktop,Holiday Promo,464.43,False,Fast group boy smile above.,"#figure, #up",False,24.6,66,0.00520299566417028,0.0018131651556957036,0.0
Twitter,POST02317,image,2024-04-06 13:00:00,65,14,4,4,1,17,1594,11695,15467,57381,18-24,Germany,mobile,Holiday Promo,469.5,False,Buy clear street material first act.,"#science, #her",False,69.5,83,0.007097050021376657,0.001453612654980761,0.0
LinkedIn,POST02318,image,2024-04-06 14:00:00,53,8,4,3,3,17,9723,8431,6700,59398,45-54,Germany,desktop,New Product Launch,344.89,False,Choice woman establish continue apply just eye.,"#power, #think",True,74.9,65,0.007709642984224884,0.0020163681651049698,0.058823529411764705
LinkedIn,POST02319,reel,2024-04-06 15:00:00,67,5,3,2,2,12,4636,3343,2719,68712,18-24,Nigeria,desktop,New Product Launch,95.84,True,Interview say start race field.,"#into, #attorney",False,113.2,75,0.02243493867783428,0.0035895901884534847,0.0
LinkedIn,POST02320,text,2024-04-06 16:00:00,45,6,3,1,3,20,7637,11507,9945,25893,55+,Nigeria,tablet,Summer Sale,156.49,True,Lose arm he pull process technology.,"#look, #imagine",True,27.6,54,0.004692795689580255,0.001738072477622317,0.05
Instagram,POST02321,reel,2024-04-06 17:00:00,49,12,3,2,1,25,7472,17458,1622,80616,18-24,India,desktop,Brand Awareness,133.11,True,Idea person important early budget challenge brother.,"#difficult, #discuss",False,6.7,64,0.003665941115820827,0.0014320082483675106,0.0
Instagram,POST02322,video,2024-04-06 18:00:00,46,12,7,4,5,23,2053,5609,13493,34952,25-34,India,mobile,Brand Awareness,86.74,False,Industry everything imagine turn certainly.,"#but, #teacher",False,109.1,65,0.011588518452487075,0.004100552683187734,0.0
Facebook,POST02323,reel,2024-04-06 19:00:00,44,9,8,1,1,9,6524,12941,2938,69265,45-54,UK,desktop,Holiday Promo,125.38,False,Each back study course.,"#behavior, #two",True,11.8,61,0.004713700641372383,0.0006954640290549416,0.1111111111111111
LinkedIn,POST02324,image,2024-04-06 20:00:00,49,10,6,6,2,25,9388,6282,2934,64680,25-34,Nigeria,mobile,Summer Sale,434.94,True,Trouble station together time.,"#near, #owner",True,27.7,65,0.010347023241006049,0.003979624323463865,0.04
Twitter,POST02325,video,2024-04-06 21:00:00,59,8,6,2,3,18,5417,646,17683,16503,35-44,Nigeria,tablet,Summer Sale,385.17,False,If guy item way policy weight.,"#beyond, #turn",True,176.7,73,0.1130030959752322,0.02786377708978328,0.05555555555555555
Instagram,POST02326,image,2024-04-06 22:00:00,38,10,2,6,3,18,3697,10458,15564,42380,55+,US,tablet,Holiday Promo,21.87,True,Discover decade deal government style see.,"#on, #top",False,4.1,50,0.004781028877414419,0.0017211703958691911,0.0
LinkedIn,POST02327,text,2024-04-06 23:00:00,55,9,9,5,2,23,6222,19675,11294,7707,55+,US,desktop,Brand Awareness,73.85,True,Lay customer yes hot music each.,"#list, #people",False,115.6,73,0.003710292249047014,0.0011689961880559086,0.0
LinkedIn,POST02328,image,2024-04-07 00:00:00,39,12,7,6,6,13,1226,8962,4192,73945,45-54,India,tablet,Summer Sale,492.41,False,Their join price process.,"#stage, #large",True,25.0,58,0.006471769694264673,0.001450569069404151,0.07692307692307693
Instagram,POST02329,image,2024-04-07 01:00:00,44,8,5,2,5,22,1159,16899,11580,59722,45-54,UK,desktop,Brand Awareness,112.99,False,Safe store kitchen answer music point hope.,"#capital, #generation",False,147.8,57,0.003372980649742588,0.0013018521806024024,0.0
Facebook,POST02330,reel,2024-04-07 02:00:00,57,5,6,5,2,22,1326,3463,7385,35945,55+,Germany,tablet,Summer Sale,317.2,True,Question back PM ask.,"#affect, #already",True,104.7,68,0.01963615362402541,0.006352873231302339,0.045454545454545456
Instagram,POST02331,image,2024-04-07 03:00:00,49,12,4,4,1,19,8284,4742,7055,7571,45-54,India,desktop,Holiday Promo,102.78,False,Religious seat black begin training left.,"#system, #fund",False,85.0,65,0.013707296499367356,0.004006748207507381,0.0
Instagram,POST02332,video,2024-04-07 04:00:00,42,9,6,3,5,27,8949,7098,6829,12700,18-24,US,desktop,Summer Sale,116.83,True,However type size join.,"#movie, #miss",False,82.9,57,0.008030431107354184,0.0038038884192730348,0.0
Twitter,POST02333,video,2024-04-07 05:00:00,48,16,5,1,6,24,867,12711,8987,32825,18-24,Germany,mobile,Brand Awareness,249.26,True,Determine else policy.,"#example, #thousand",True,120.8,69,0.005428369129100779,0.0018881283927307056,0.041666666666666664
Twitter,POST02334,text,2024-04-07 06:00:00,42,7,5,1,5,23,7244,6307,799,96148,18-24,UK,desktop,New Product Launch,243.83,False,Common generation serve organization mission computer.,"#investment, #doctor",False,151.0,54,0.008561915332170603,0.003646741715554146,0.0
Facebook,POST02335,video,2024-04-07 07:00:00,62,17,4,2,6,18,4467,1531,15245,99635,55+,US,mobile,Summer Sale,323.09,False,Pull nothing relate newspaper television address official.,"#particular, #despite",True,1.2,83,0.05421293272370999,0.011757021554539516,0.05555555555555555
LinkedIn,POST02336,reel,2024-04-07 08:00:00,43,12,2,2,4,18,2223,12837,13750,61774,55+,India,desktop,Holiday Promo,84.1,True,From window sell need wide coach story.,"#your, #light",True,3.6,57,0.004440289787333489,0.0014021967749474175,0.05555555555555555
Instagram,POST02337,text,2024-04-07 09:00:00,55,9,5,3,7,22,8305,16459,13177,91297,25-34,India,desktop,New Product Launch,131.36,False,Rest free sit much group minute tough.,"#through, #really",True,49.0,69,0.00419223525123033,0.0013366547177835835,0.045454545454545456
Facebook,POST02338,video,2024-04-07 10:00:00,46,16,6,4,3,19,7826,18109,14389,42879,35-44,UK,desktop,New Product Launch,312.07,False,Type try town training.,"#family, #month",True,132.9,68,0.0037550389309183277,0.0010492020542271798,0.05263157894736842
Twitter,POST02339,reel,2024-04-07 11:00:00,49,13,4,2,3,31,1817,9350,10818,75005,45-54,India,tablet,Summer Sale,48.7,False,Simple kitchen those some interest continue.,"#age, #which",True,34.9,66,0.007058823529411765,0.0033155080213903743,0.03225806451612903
Instagram,POST02340,video,2024-04-07 12:00:00,49,7,6,1,3,21,157,13221,4739,14828,55+,UK,tablet,New Product Launch,454.66,True,Seek voice score game recently heart.,"#current, #two",True,73.2,62,0.004689509114287876,0.0015883821193555707,0.047619047619047616
LinkedIn,POST02341,video,2024-04-07 13:00:00,42,6,3,3,4,19,9313,12170,16374,94269,25-34,Nigeria,desktop,Brand Awareness,89.4,True,Whose maintain follow opportunity.,"#resource, #child",False,91.4,51,0.00419063270336894,0.0015612161051766639,0.0
Twitter,POST02342,image,2024-04-07 14:00:00,51,8,8,1,4,21,5450,10668,14484,71275,35-44,US,tablet,Holiday Promo,219.2,True,Not along official event others at reality.,"#hear, #check",True,67.1,67,0.006280464941882264,0.001968503937007874,0.047619047619047616
Twitter,POST02343,video,2024-04-07 15:00:00,49,13,3,5,4,22,3699,10897,17607,76885,18-24,Nigeria,desktop,Brand Awareness,54.33,False,Guess defense state food space performance begin.,"#activity, #at",True,83.6,65,0.0059649444801321465,0.002018904285583188,0.045454545454545456
Twitter,POST02344,video,2024-04-07 16:00:00,54,7,5,2,4,19,3300,5585,4339,60360,45-54,Nigeria,mobile,Holiday Promo,342.42,True,Red suffer tend traditional throughout.,"#foot, #drive",False,143.8,66,0.011817367949865711,0.0034019695613249777,0.0
Facebook,POST02345,reel,2024-04-07 17:00:00,61,2,1,2,3,20,2828,11664,15696,33186,55+,India,mobile,New Product Launch,163.46,False,Environmental house little present.,"#beat, #threat",True,41.3,64,0.0054869684499314125,0.0017146776406035665,0.05
LinkedIn,POST02346,reel,2024-04-07 18:00:00,51,8,9,2,4,20,1856,16344,1322,70179,25-34,Germany,desktop,Brand Awareness,36.82,False,Improve property say investment.,"#response, #behavior",True,58.8,68,0.0041605482134116495,0.0012236906510034262,0.05
Instagram,POST02347,image,2024-04-07 19:00:00,51,7,3,1,4,20,894,11312,2650,61229,18-24,India,mobile,Summer Sale,296.32,True,Center coach their body certainly.,"#me, #dream",False,94.8,61,0.005392503536067892,0.001768033946251768,0.0
Facebook,POST02348,video,2024-04-07 20:00:00,41,10,2,4,5,24,2209,16252,15657,50523,35-44,US,mobile,New Product Launch,490.33,True,Drug hair far great claim maintain deal.,"#dark, #arrive",True,155.7,53,0.0032611370908195913,0.0014767413241447206,0.041666666666666664
Facebook,POST02349,image,2024-04-07 21:00:00,49,9,10,3,3,11,5172,18275,856,31474,25-34,India,tablet,Summer Sale,435.44,False,Wear else food son sit adult.,"#image, #history",False,36.9,68,0.0037209302325581397,0.0006019151846785225,0.0
Facebook,POST02350,video,2024-04-07 22:00:00,52,9,4,4,4,24,7167,6412,9897,26773,35-44,US,mobile,Summer Sale,351.45,False,Herself her pass seat notice per read.,"#may, #field",True,94.5,65,0.010137242669993761,0.0037429819089207735,0.041666666666666664
Twitter,POST02351,text,2024-04-07 23:00:00,57,11,6,7,5,16,6647,3677,14875,68718,55+,Germany,desktop,Brand Awareness,6.32,True,Class teacher opportunity across majority quickly.,"#become, #race",False,157.6,74,0.020125101985314114,0.004351373402230079,0.0
LinkedIn,POST02352,text,2024-04-08 00:00:00,48,8,11,2,2,18,8346,2918,9115,13567,25-34,Germany,tablet,Holiday Promo,429.93,True,Guy career visit term glass.,"#with, #together",True,20.3,67,0.022960932145305004,0.00616860863605209,0.05555555555555555
Facebook,POST02353,image,2024-04-08 01:00:00,57,9,6,6,2,16,8598,19041,5678,39023,45-54,Germany,desktop,New Product Launch,448.37,True,Structure peace environmental matter me factor data.,"#later, #fly",True,129.9,72,0.0037813140066172996,0.000840292001470511,0.0625
Instagram,POST02354,image,2024-04-08 02:00:00,48,7,3,3,5,31,8920,14616,3973,25843,18-24,US,desktop,Brand Awareness,19.0,False,Term military hope affect recognize.,"#often, #choose",True,40.3,58,0.003968253968253968,0.0021209633278598795,0.03225806451612903
LinkedIn,POST02355,image,2024-04-08 03:00:00,62,9,4,2,5,19,5288,14075,8757,13681,25-34,Germany,desktop,Brand Awareness,61.19,True,Exist cut cause off ask include.,"#few, #year",False,31.2,75,0.0053285968028419185,0.001349911190053286,0.0
Instagram,POST02356,reel,2024-04-08 04:00:00,53,7,7,1,3,25,4396,2878,11346,5490,55+,Nigeria,mobile,New Product Launch,225.73,False,Fight school economic grow government.,"#evening, #arm",False,42.5,67,0.023280055594162612,0.008686587908269632,0.0
LinkedIn,POST02357,reel,2024-04-08 05:00:00,48,15,4,5,6,18,4292,11163,14188,47995,55+,India,mobile,Holiday Promo,201.03,False,Little camera information reach development kitchen cause.,"#list, #visit",True,90.5,67,0.006001970796380901,0.0016124697661918839,0.05555555555555555
Instagram,POST02358,reel,2024-04-08 06:00:00,37,7,7,2,6,20,4945,6922,7836,4301,35-44,India,tablet,Summer Sale,147.21,True,Data sign ten.,"#success, #in",True,108.6,51,0.00736781277087547,0.002889338341519792,0.05
Twitter,POST02359,image,2024-04-08 07:00:00,56,7,5,4,4,20,510,10963,7711,65555,35-44,US,desktop,Holiday Promo,98.96,True,Political would yard explain compare general.,"#choose, #back",True,35.0,68,0.006202681747696798,0.0018243181610872936,0.05
Facebook,POST02360,video,2024-04-08 08:00:00,53,8,7,4,5,21,8904,19104,7760,53758,45-54,UK,mobile,New Product Launch,274.55,True,Shoulder seat computer available.,"#rich, #total",False,20.2,68,0.003559463986599665,0.0010992462311557789,0.0
Instagram,POST02361,text,2024-04-08 09:00:00,50,10,7,4,2,24,708,745,4267,1277,55+,UK,desktop,Summer Sale,385.66,False,Represent meeting activity defense.,"#would, #send",False,81.5,67,0.08993288590604027,0.032214765100671144,0.0
LinkedIn,POST02362,image,2024-04-08 10:00:00,62,8,1,2,3,25,5587,15356,9397,25236,55+,India,mobile,New Product Launch,468.52,False,Water ball opportunity good.,"#along, #teach",True,10.3,71,0.004623599895806199,0.0016280281323261265,0.04
Facebook,POST02363,reel,2024-04-08 11:00:00,49,9,4,1,5,24,2441,11035,6951,68605,55+,UK,desktop,Brand Awareness,150.55,False,Somebody friend security.,"#myself, #dinner",False,97.0,62,0.005618486633439058,0.0021748980516538285,0.0
Facebook,POST02364,reel,2024-04-08 12:00:00,48,11,10,4,2,21,8265,17492,15627,35600,18-24,UK,desktop,New Product Launch,351.62,True,Message attention major claim.,"#realize, #future",True,122.9,69,0.0039446604161902585,0.0012005488223187743,0.047619047619047616
LinkedIn,POST02365,image,2024-04-08 13:00:00,45,4,6,2,6,34,9591,17235,8520,78858,18-24,UK,desktop,Brand Awareness,394.1,False,Green also race together now answer must.,"#where, #around",False,170.2,55,0.003191180736872643,0.0019727299100667246,0.0
Instagram,POST02366,image,2024-04-08 14:00:00,59,8,10,7,4,17,5878,12411,10205,50809,55+,US,mobile,Summer Sale,238.98,False,Behind something short approach.,"#quality, #scene",True,25.7,77,0.006204173716864072,0.0013697526387881718,0.058823529411764705
Twitter,POST02367,reel,2024-04-08 15:00:00,54,9,6,4,5,25,2428,8389,13932,29662,18-24,Nigeria,mobile,Brand Awareness,460.55,False,Pattern others example floor never product.,"#name, #stock",True,78.0,69,0.0082250566217666,0.002980092978900942,0.04
Twitter,POST02368,video,2024-04-08 16:00:00,47,14,4,3,3,19,4800,4026,9879,56304,55+,Germany,mobile,New Product Launch,11.49,False,Director spring compare act.,"#cost, #indicate",True,46.2,65,0.016145057128663685,0.004719324391455539,0.05263157894736842
Instagram,POST02369,reel,2024-04-08 17:00:00,45,11,6,6,7,12,7121,11875,7716,22896,35-44,US,mobile,Holiday Promo,450.24,True,True less single direction cover plant foot.,"#small, #office",True,39.2,62,0.0052210526315789475,0.0010105263157894737,0.08333333333333333
Facebook,POST02370,reel,2024-04-08 18:00:00,60,9,2,4,3,24,8485,13503,14889,10233,35-44,Nigeria,tablet,New Product Launch,446.25,False,Wall others until.,"#keep, #business",True,93.5,71,0.0052580907946382285,0.001777382803821373,0.041666666666666664
Facebook,POST02371,image,2024-04-08 19:00:00,49,11,5,3,2,11,5106,2110,3119,16603,18-24,Germany,desktop,New Product Launch,68.5,True,Century record sense beyond alone least us.,"#it, #or",False,25.8,65,0.030805687203791468,0.005213270142180095,0.0
Facebook,POST02372,video,2024-04-08 20:00:00,59,9,5,5,2,11,2704,4675,9241,38567,35-44,Germany,mobile,Holiday Promo,219.71,True,Suggest man measure be buy.,"#there, #within",False,2.8,73,0.015614973262032086,0.002352941176470588,0.0
Facebook,POST02373,reel,2024-04-08 21:00:00,50,5,3,2,4,15,797,5507,14275,4808,35-44,US,mobile,Brand Awareness,257.93,True,Have available away always.,"#skin, #notice",True,29.2,58,0.010532050118031596,0.002723806065008171,0.06666666666666667
Instagram,POST02374,reel,2024-04-08 22:00:00,58,6,6,5,4,15,6116,17319,9172,80141,45-54,India,desktop,Brand Awareness,200.99,True,Join charge one hundred then.,"#same, #can",True,60.4,70,0.004041803799295572,0.0008661008141347653,0.06666666666666667
Facebook,POST02375,text,2024-04-08 23:00:00,48,10,1,2,1,13,4238,12456,4917,20506,45-54,US,desktop,Summer Sale,447.78,False,Food teacher us clear force result.,"#mouth, #result",False,2.0,59,0.004736673089274245,0.0010436737315350033,0.0
LinkedIn,POST02376,image,2024-04-09 00:00:00,55,14,3,2,4,19,8305,8393,2903,21245,55+,Germany,desktop,New Product Launch,356.49,True,A everybody everybody bring part.,"#data, #case",False,154.3,72,0.008578577385916835,0.002263791254616943,0.0
Facebook,POST02377,text,2024-04-09 01:00:00,51,8,4,1,3,20,7341,12699,15335,27464,25-34,UK,mobile,Holiday Promo,61.75,False,Whom model personal PM coach later center.,"#level, #property",False,105.0,63,0.004961020552799433,0.0015749271596188677,0.0
Twitter,POST02378,text,2024-04-09 02:00:00,50,7,5,4,4,19,4214,3760,1477,80543,25-34,UK,tablet,Holiday Promo,463.25,False,Laugh all school.,"#the, #quickly",True,4.9,62,0.01648936170212766,0.0050531914893617025,0.05263157894736842
Facebook,POST02379,reel,2024-04-09 03:00:00,48,11,3,4,5,20,4246,18700,11703,77789,45-54,India,tablet,Summer Sale,23.09,False,Part answer establish character major area.,"#technology, #for",False,41.2,62,0.0033155080213903743,0.0010695187165775401,0.0
Instagram,POST02380,image,2024-04-09 04:00:00,59,9,1,3,8,29,6953,3280,10559,83539,55+,US,tablet,Holiday Promo,297.83,True,Result blood quality happy light.,"#visit, #building",True,119.6,69,0.02103658536585366,0.008841463414634146,0.034482758620689655
Twitter,POST02381,video,2024-04-09 05:00:00,49,11,4,2,1,23,1321,13374,8782,8196,45-54,Germany,tablet,New Product Launch,261.34,False,Age vote bar minute another your.,"#cold, #thing",False,5.4,64,0.004785404516225512,0.0017197547480185434,0.0
Instagram,POST02382,reel,2024-04-09 06:00:00,54,9,4,4,4,22,5455,15751,16897,89758,35-44,UK,desktop,Brand Awareness,36.2,True,Television support respond.,"#eight, #including",True,67.9,67,0.004253698177893467,0.0013967367151291982,0.045454545454545456
Instagram,POST02383,video,2024-04-09 07:00:00,53,7,8,2,3,12,4462,14558,15210,44395,55+,Nigeria,tablet,Holiday Promo,347.92,False,Purpose happen need main.,"#growth, #right",True,17.4,68,0.004670971287264734,0.0008242890506937766,0.08333333333333333
Twitter,POST02384,video,2024-04-09 08:00:00,48,10,6,2,1,19,7518,11497,2171,94347,55+,UK,tablet,Brand Awareness,481.28,True,Itself young country.,"#ok, #model",True,70.5,64,0.005566669565973732,0.0016526050273984517,0.05263157894736842
Instagram,POST02385,image,2024-04-09 09:00:00,68,8,1,1,5,20,8126,7872,15234,22449,25-34,India,tablet,Holiday Promo,229.22,False,Indeed whether figure attention.,"#home, #word",False,174.2,77,0.00978150406504065,0.002540650406504065,0.0
Instagram,POST02386,text,2024-04-09 10:00:00,50,11,6,1,5,19,1023,16195,11472,78855,25-34,US,tablet,Holiday Promo,256.95,True,Particular enter light middle college old student.,"#hair, #sing",False,81.9,67,0.004137079345476999,0.0011732016054337758,0.0
Facebook,POST02387,image,2024-04-09 11:00:00,45,12,4,0,3,33,9899,12670,12829,96955,25-34,US,desktop,Holiday Promo,191.94,False,Draw outside campaign say single figure.,"#water, #meet",True,110.5,61,0.004814522494080505,0.0026045777426992895,0.030303030303030304
LinkedIn,POST02388,video,2024-04-09 12:00:00,45,12,3,2,1,21,5302,7096,17418,5881,18-24,UK,desktop,Summer Sale,437.61,True,Hotel resource site course again allow.,"#fast, #task",True,73.5,60,0.008455467869222097,0.002959413754227734,0.047619047619047616
Instagram,POST02389,reel,2024-04-09 13:00:00,54,7,2,5,7,17,6195,3033,14778,97194,35-44,Nigeria,mobile,New Product Launch,463.9,False,Apply question far.,"#bar, #message",False,56.7,63,0.020771513353115726,0.00560501153972964,0.0
Instagram,POST02390,video,2024-04-09 14:00:00,45,10,5,4,7,20,2077,18931,10424,1709,35-44,US,desktop,Summer Sale,198.54,False,Some answer produce group financial.,"#member, #possible",False,109.9,60,0.0031694046801542444,0.0010564682267180815,0.0
Instagram,POST02391,reel,2024-04-09 15:00:00,57,8,5,1,5,24,1661,16821,1281,94407,35-44,US,tablet,Holiday Promo,445.44,False,Should issue which approach already value.,"#start, #democratic",True,111.7,70,0.004161464835622139,0.0014267879436418763,0.041666666666666664
